%           Time              IMU_X_ACC              IMU_Y_ACC              IMU_Z_ACC            IMU_YAW_VEL          IMU_PITCH_VEL           IMU_ROLL_VEL              IMU_X_VEL              IMU_Y_VEL              IMU_Z_VEL                IMU_YAW              IMU_PITCH               IMU_ROLL                  IMU_X                  IMU_Y                  IMU_Z 
1261229981.5854      0.0472908616065979      2.0995535850524902      9.6135253906250000      0.3566868007183075      0.0077848080545664     -0.0229686107486486      0.0000000000000000      0.0000000000000000      0.0000000000000000     -3.1203198554344578     -0.0919556234890735      0.2361515818945459      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229981.5954      0.2389353066682816      2.1042826175689697     10.1697063446044922      0.3510471582412720      0.0175683163106441     -0.0262418705970049      0.0000000000000000      0.0000000000000000      0.0000000000000000     -3.1169442987527827     -0.0923471081693151      0.2356810179746857      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229981.6054      0.2835510969161987      2.1799271106719971     10.1107139587402344      0.3561341464519501      0.0081075299531221     -0.0088834902271628      0.0000000000000000      0.0000000000000000      0.0000000000000000     -3.1133671407765884     -0.0930798353313584      0.2352557610828705      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229981.6154      0.3071355521678925      2.4439015388488770      9.8074359893798828      0.3515343368053436      0.0187328197062016     -0.0171389058232307      0.0000000000000000      0.0000000000000000      0.0000000000000000     -3.1100112914869795     -0.0929050737072004      0.2351523472087914      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229981.6254      0.1708862483501434      2.2052233219146729      9.1443099975585938      0.3486562967300415      0.0191225577145815     -0.0206366591155529      0.0000000000000000      0.0000000000000000      0.0000000000000000     -3.1064818040942970     -0.0935112674279512      0.2346122248502097      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229981.6354     -0.1273665577173233      1.9098798036575317      9.1890411376953125      0.3376800715923309      0.0094930948689580     -0.0153373498469591      0.0000000000000000      0.0000000000000000      0.0000000000000000     -3.1032639065491550     -0.0937459252095008      0.2343519174984113      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229981.6454     -0.0749104321002960      1.8675131797790527      9.9557819366455078      0.3493849337100983     -0.0008187214843929     -0.0125389369204640      0.0000000000000000      0.0000000000000000      0.0000000000000000     -3.0997754318372599     -0.0945452313987961      0.2338932545796724      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229981.6554      0.1365597695112228      2.2306041717529297     10.1691455841064453      0.3450308144092560      0.0069941021502018     -0.0126517992466688      0.0000000000000000      0.0000000000000000      0.0000000000000000     -3.0964803026205048     -0.0950142723234079      0.2335471102169893      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229981.6654      0.6705520153045654      2.5464594364166260      9.8021926879882812      0.3493636250495911     -0.0044286563061178     -0.0186537988483906      0.0000000000000000      0.0000000000000000      0.0000000000000000     -3.0929992847596623     -0.0958458693409204      0.2330237491285183      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229981.6754      0.8217688798904419      2.4443693161010742      9.2799530029296875      0.3604289591312408      0.0062392144463956     -0.0171234272420406      0.0000000000000000      0.0000000000000000      0.0000000000000000     -3.0896301196646032     -0.0948356241485340      0.2333525995888727      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229981.6854      0.6035589575767517      2.3115844726562500      9.2482299804687500      0.3523071706295013      0.0122248195111752     -0.0035697619896382      0.0000000000000000      0.0000000000000000      0.0000000000000000     -3.0860862512020346     -0.0955115677227098      0.2329745305826223      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229981.6954      0.2920267879962921      2.4622519016265869      9.7308664321899414      0.3543988168239594      0.0316987782716751     -0.0229168869554996      0.0000000000000000      0.0000000000000000      0.0000000000000000     -3.0826907208121836     -0.0947754949645471      0.2329926400780348      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229981.7054      0.0902754291892052      2.7271735668182373     10.1252079010009766      0.3623658120632172      0.0303775332868099     -0.0302675683051348      0.0000000000000000      0.0000000000000000      0.0000000000000000     -3.0789963837480254     -0.0952963010828473      0.2323347061307308      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229981.7154      0.4292008280754089      2.7351233959197998     10.0541124343872070      0.3602163791656494      0.0167720280587673     -0.0204472746700048      0.0000000000000000      0.0000000000000000      0.0000000000000000     -3.0755284153765241     -0.0957213915270944      0.2318873782913815      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229981.7254      0.3561971783638000      2.5997931957244873      9.3225955963134766      0.3610028326511383      0.0135327093303204     -0.0331663228571415      0.0000000000000000      0.0000000000000000      0.0000000000000000     -3.0718881404824949     -0.0963990828007355      0.2312017641134974      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229981.7354      0.7227939367294312      2.4296534061431885      9.2071075439453125      0.3625077307224274      0.0086245778948069     -0.0393469035625458      0.0000000000000000      0.0000000000000000      0.0000000000000000     -3.0684571900501458     -0.0961139664389073      0.2309679718593021      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229981.7454      0.7771760821342468      2.4391777515411377      9.9803428649902344      0.3693065643310547      0.0433153249323368     -0.0395279303193092      0.0000000000000000      0.0000000000000000      0.0000000000000000     -3.0646656476062004     -0.0965173604426486      0.2302033949550971      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229981.7554      0.5294912457466125      2.4179093837738037     10.0339231491088867      0.3633186519145966      0.0332877896726131     -0.0356511771678925      0.0000000000000000      0.0000000000000000      0.0000000000000000     -3.0611326981041014     -0.0966983055939627      0.2296404193454112      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229981.7654      0.1079809218645096      2.3855397701263428      9.9017286300659180      0.3581826090812683      0.0287542883306742     -0.0215209610760212      0.0000000000000000      0.0000000000000000      0.0000000000000000     -3.0574788410885123     -0.0972137521005691      0.2290672904340693      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229981.7754      0.2967322170734406      2.1484725475311279      9.5141687393188477      0.3528027832508087      0.0295084230601788     -0.0377384349703789      0.0000000000000000      0.0000000000000000      0.0000000000000000     -3.0542449645768293     -0.0937497035692974      0.2303441596634647      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229981.7854      0.5419342517852783      1.8451535701751709      9.3402023315429688      0.3485307395458221      0.0398320555686951     -0.0263666566461325      0.0000000000000000      0.0000000000000000      0.0000000000000000     -3.0506627465945635     -0.0941376179492027      0.2297396220960167      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229981.7954      0.5976825356483459      1.9706939458847046      9.2496652603149414      0.3580798804759979      0.0307178627699614     -0.0209477841854095      0.0000000000000000      0.0000000000000000      0.0000000000000000     -3.0472001045452424     -0.0940556758114123      0.2294676967039627      0.0000000000000000      0.0000000000000000      0.0000000000000000 
